"Actual","Predicted","_defaultColorIndex","id","nPredictions","name"
"6","3","3","7mnfujl6","95","hl256-128-64_bs64_lr0.001_optadam"
"6","4","3","7mnfujl6","292","hl256-128-64_bs64_lr0.001_optadam"
"6","5","3","7mnfujl6","42","hl256-128-64_bs64_lr0.001_optadam"
"6","6","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"6","7","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"6","8","3","7mnfujl6","58","hl256-128-64_bs64_lr0.001_optadam"
"6","9","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"7","0","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"7","1","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"7","2","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"7","3","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"7","4","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"7","5","3","7mnfujl6","79","hl256-128-64_bs64_lr0.001_optadam"
"7","6","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"7","7","3","7mnfujl6","862","hl256-128-64_bs64_lr0.001_optadam"
"7","8","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"7","9","3","7mnfujl6","59","hl256-128-64_bs64_lr0.001_optadam"
"8","0","3","7mnfujl6","2","hl256-128-64_bs64_lr0.001_optadam"
"8","1","3","7mnfujl6","2","hl256-128-64_bs64_lr0.001_optadam"
"8","2","3","7mnfujl6","20","hl256-128-64_bs64_lr0.001_optadam"
"8","3","3","7mnfujl6","4","hl256-128-64_bs64_lr0.001_optadam"
"8","4","3","7mnfujl6","4","hl256-128-64_bs64_lr0.001_optadam"
"8","5","3","7mnfujl6","133","hl256-128-64_bs64_lr0.001_optadam"
"8","6","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"8","7","3","7mnfujl6","7","hl256-128-64_bs64_lr0.001_optadam"
"8","8","3","7mnfujl6","824","hl256-128-64_bs64_lr0.001_optadam"
"8","9","3","7mnfujl6","4","hl256-128-64_bs64_lr0.001_optadam"
"9","0","3","7mnfujl6","3","hl256-128-64_bs64_lr0.001_optadam"
"9","1","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"9","2","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"9","3","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"9","4","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"9","5","3","7mnfujl6","35","hl256-128-64_bs64_lr0.001_optadam"
"9","6","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"9","7","3","7mnfujl6","120","hl256-128-64_bs64_lr0.001_optadam"
"9","8","3","7mnfujl6","9","hl256-128-64_bs64_lr0.001_optadam"
"9","9","3","7mnfujl6","833","hl256-128-64_bs64_lr0.001_optadam"
"0","0","2","b2tyw5qi","692","hl256-128-64_bs64_lr0.001_optadam"
"0","1","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"0","2","2","b2tyw5qi","7","hl256-128-64_bs64_lr0.001_optadam"
"0","3","2","b2tyw5qi","144","hl256-128-64_bs64_lr0.001_optadam"
"0","4","2","b2tyw5qi","5","hl256-128-64_bs64_lr0.001_optadam"
"0","5","2","b2tyw5qi","5","hl256-128-64_bs64_lr0.001_optadam"
"0","6","2","b2tyw5qi","134","hl256-128-64_bs64_lr0.001_optadam"
"0","7","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"0","8","2","b2tyw5qi","12","hl256-128-64_bs64_lr0.001_optadam"
"0","9","2","b2tyw5qi","1","hl256-128-64_bs64_lr0.001_optadam"
"1","0","2","b2tyw5qi","2","hl256-128-64_bs64_lr0.001_optadam"
"1","1","2","b2tyw5qi","924","hl256-128-64_bs64_lr0.001_optadam"
"1","2","2","b2tyw5qi","8","hl256-128-64_bs64_lr0.001_optadam"
"1","3","2","b2tyw5qi","58","hl256-128-64_bs64_lr0.001_optadam"
"1","4","2","b2tyw5qi","5","hl256-128-64_bs64_lr0.001_optadam"
"1","5","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"1","6","2","b2tyw5qi","2","hl256-128-64_bs64_lr0.001_optadam"
"1","7","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"1","8","2","b2tyw5qi","1","hl256-128-64_bs64_lr0.001_optadam"
"1","9","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"2","0","2","b2tyw5qi","12","hl256-128-64_bs64_lr0.001_optadam"
"2","1","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"2","2","2","b2tyw5qi","635","hl256-128-64_bs64_lr0.001_optadam"
"2","3","2","b2tyw5qi","25","hl256-128-64_bs64_lr0.001_optadam"
"2","4","2","b2tyw5qi","181","hl256-128-64_bs64_lr0.001_optadam"
"2","5","2","b2tyw5qi","1","hl256-128-64_bs64_lr0.001_optadam"
"2","6","2","b2tyw5qi","137","hl256-128-64_bs64_lr0.001_optadam"
"2","7","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"2","8","2","b2tyw5qi","9","hl256-128-64_bs64_lr0.001_optadam"
"2","9","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"3","0","2","b2tyw5qi","16","hl256-128-64_bs64_lr0.001_optadam"
"3","1","2","b2tyw5qi","7","hl256-128-64_bs64_lr0.001_optadam"
"3","2","2","b2tyw5qi","3","hl256-128-64_bs64_lr0.001_optadam"
"3","3","2","b2tyw5qi","923","hl256-128-64_bs64_lr0.001_optadam"
"3","4","2","b2tyw5qi","21","hl256-128-64_bs64_lr0.001_optadam"
"3","5","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"3","6","2","b2tyw5qi","25","hl256-128-64_bs64_lr0.001_optadam"
"3","7","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"3","8","2","b2tyw5qi","5","hl256-128-64_bs64_lr0.001_optadam"
"3","9","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"4","0","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"4","1","2","b2tyw5qi","1","hl256-128-64_bs64_lr0.001_optadam"
"4","2","2","b2tyw5qi","67","hl256-128-64_bs64_lr0.001_optadam"
